unitid,control,year,efdeexc
137148,3,2017,0
137148,3,2018,
137209,1,2012,1794
137209,1,2013,2044
137209,1,2014,2693
137209,1,2015,2773
137209,1,2016,3321
137209,1,2017,3674
137209,1,2018,4238
137209,1,2019,4432
137209,1,2020,12315
137245,1,2012,265
137245,1,2013,271
137245,1,2014,126
137245,1,2015,294
137245,1,2016,39
137245,1,2017,228
137245,1,2018,265
137245,1,2019,238
137245,1,2020,165
137272,2,2012,
137272,2,2013,
137272,2,2014,
137272,2,2015,
137272,2,2016,
137272,2,2017,
137272,2,2018,
137272,2,2019,7
137272,2,2020,16
137281,1,2012,685
137281,1,2013,680
137281,1,2014,826
137281,1,2015,915
137281,1,2016,962
137281,1,2017,1312
137281,1,2018,1373
137281,1,2019,1552
137281,1,2020,4981
137315,1,2012,116
137315,1,2013,156
137315,1,2014,173
137315,1,2015,196
137315,1,2016,200
137315,1,2017,233
137315,1,2018,288
137315,1,2019,368
137315,1,2020,1127
137351,1,2012,4364
137351,1,2013,4596
137351,1,2014,4689
137351,1,2015,5186
137351,1,2016,4995
137351,1,2017,5436
137351,1,2018,5468
137351,1,2019,5874
137351,1,2020,24202
137476,2,2012,284
137476,2,2013,198
137476,2,2014,295
137476,2,2015,728
137476,2,2016,826
137476,2,2017,464
137476,2,2018,489
137476,2,2019,841
137476,2,2020,1084
137537,3,2012,65
137537,3,2013,129
137537,3,2014,93
137537,3,2015,
137546,2,2012,79
137546,2,2013,68
137546,2,2014,76
137546,2,2015,96
137546,2,2016,88
137546,2,2017,92
137546,2,2018,131
137546,2,2019,182
137546,2,2020,631
137564,2,2012,523
137564,2,2013,1187
137564,2,2014,1143
137564,2,2015,1830
137564,2,2016,1102
137564,2,2017,1282
137564,2,2018,1351
137564,2,2019,1478
137564,2,2020,1677
137591,3,2012,0
137591,3,2013,0
137591,3,2014,0
137591,3,2015,
137591,3,2016,
137591,3,2017,
137591,3,2018,
137591,3,2019,
137591,3,2020,
137713,1,2012,
137713,1,2013,
137713,1,2014,
137713,1,2015,
137713,1,2016,
137713,1,2017,
137713,1,2018,
137713,1,2019,
137713,1,2020,
137759,1,2012,1260
137759,1,2013,1288
137759,1,2014,1205
137759,1,2015,1290
137759,1,2016,1262
137759,1,2017,1419
137759,1,2018,1738
137759,1,2019,1999
137759,1,2020,8812
137777,2,2012,
137777,2,2013,
137777,2,2014,
137777,2,2015,
137777,2,2016,
137777,2,2017,
137777,2,2018,
137777,2,2019,
137777,2,2020,
137801,3,2012,20
137801,3,2013,9
137801,3,2014,3
137801,2,2015,6
137801,2,2016,1016
137801,2,2017,992
137801,2,2018,0
137801,2,2019,
137801,2,2020,
137810,3,2012,20
137810,3,2013,7
137810,3,2014,4
137810,2,2015,1
137810,2,2016,
137847,2,2012,
137847,2,2013,
137847,2,2014,
137847,2,2015,
137847,2,2016,
137847,2,2017,
137847,2,2018,
137847,2,2019,5
137847,2,2020,180
137856,1,2012,
137856,1,2013,
137856,1,2014,
137856,1,2015,
137856,1,2016,
137856,1,2017,
137856,1,2018,
137856,1,2019,
137856,1,2020,
137865,1,2012,
137865,1,2013,
137865,1,2014,
137865,1,2015,
137865,1,2016,
137865,1,2017,
137865,1,2018,
137865,1,2019,
137865,1,2020,
137892,3,2012,
137953,2,2012,19
137953,2,2013,49
137953,2,2014,57
137953,2,2015,57
137953,2,2016,56
137953,2,2017,68
137953,2,2018,68
137953,2,2019,51
137953,2,2020,95
137962,2,2012,15
137962,2,2013,15
137962,2,2014,20
137962,2,2015,26
137962,2,2016,44
137962,2,2017,37
137962,2,2018,46
137962,2,2019,50
137962,2,2020,64
138132,3,2012,0
138132,3,2013,0
138132,3,2014,0
138132,3,2015,
138132,3,2016,
138132,3,2017,
138132,3,2018,
138187,1,2012,4105
138187,1,2013,4349
138187,1,2014,5374
138187,1,2015,5992
138187,1,2016,6668
138187,1,2017,7052
138187,1,2018,7987
138187,1,2019,9219
138187,1,2020,41206
138275,2,2012,365
138275,2,2013,456
138275,2,2014,464
138275,2,2015,410
138275,2,2016,466
138275,2,2017,483
138275,2,2018,432
138275,2,2019,409
138275,2,2020,340
138284,1,2012,
138284,1,2013,
138284,1,2014,
138284,1,2015,
138284,1,2016,
138284,1,2017,
138284,1,2018,
138284,1,2019,
138284,1,2020,
138293,2,2012,6
138293,2,2013,4
138293,2,2014,1
138293,2,2015,40
138293,2,2016,31
138293,2,2017,35
138293,2,2018,40
138293,2,2019,51
138293,2,2020,50
138309,3,2012,3781
138309,3,2013,3976
138309,3,2014,4733
138309,3,2015,5919
138309,3,2016,6004
138309,3,2017,5360
138309,3,2018,6446
138309,3,2019,6137
138309,3,2020,6529
138354,1,2012,2788
138354,1,2013,3022
138354,1,2014,3204
138354,1,2015,3610
138354,1,2016,4083
138354,1,2017,4410
138354,1,2018,4432
138354,1,2019,4345
138354,1,2020,8399
138372,1,2012,
138372,1,2013,
138372,1,2014,
138372,1,2015,
138372,1,2016,
138372,1,2017,
138372,1,2018,
138372,1,2019,
138372,1,2020,0
138479,1,2012,3
138479,1,2013,
138479,1,2014,5
138479,1,2015,12
138479,1,2016,19
138479,1,2017,51
138479,1,2018,25
138479,1,2019,24
138479,1,2020,30
138488,1,2012,63
138488,1,2013,0
138488,1,2014,0
138488,1,2015,29
138488,1,2016,13
138488,1,2017,13
138488,1,2018,11
138488,1,2019,3
138488,1,2020,9
138497,1,2012,
138497,1,2013,
138497,1,2014,
138497,1,2015,
138497,1,2016,
138497,1,2017,0
138497,1,2018,
138497,1,2019,
138497,1,2020,
138558,1,2012,0
138558,1,2013,25
138558,1,2014,39
138558,1,2015,65
138558,1,2016,99
138558,1,2017,114
138558,1,2018,377
138558,1,2019,228
138558,1,2020,575
138594,3,2012,0
138600,2,2012,0
138600,2,2013,0
138600,2,2014,0
138600,2,2015,0
138600,2,2016,0
138600,2,2017,0
138600,2,2018,0
138600,2,2019,0
138600,2,2020,1080
138655,3,2012,0
138655,3,2013,0
138655,3,2014,0
138655,3,2015,0
138655,3,2016,0
138655,3,2017,0
138655,3,2018,0
138655,3,2019,0
138655,3,2020,0
138664,3,2012,0
138664,3,2013,0
138664,3,2014,0
138664,3,2015,0
138664,3,2016,0
138664,3,2017,0
138664,3,2018,0
138664,3,2019,0
138664,3,2020,0
138682,1,2012,1029
138682,1,2013,959
138682,1,2014,971
138682,1,2015,922
138682,1,2016,1059
138682,1,2017,1052
138682,1,2018,1239
138682,1,2019,1430
138682,1,2020,2262
138691,1,2012,1714
138691,1,2013,1833
138691,1,2014,6
138691,1,2015,1809
138691,1,2016,1412
138691,1,2017,
138716,1,2012,426
138716,1,2013,490
138716,1,2014,470
138716,1,2015,353
138716,1,2016,389
138716,1,2017,1334
138716,1,2018,1289
138716,1,2019,1277
138716,1,2020,1801
138761,2,2012,
138761,2,2013,
138761,2,2014,
138761,2,2015,0
138761,2,2016,7
138761,2,2017,0
138761,2,2018,22
138761,2,2019,23
138761,2,2020,56
138789,1,2012,295
138789,1,2013,305
138789,1,2014,349
138789,1,2015,415
138789,1,2016,414
138789,1,2017,498
138789,1,2018,
138813,3,2012,0
138813,3,2013,0
138813,3,2014,0
138813,3,2015,0
138813,3,2016,0
138813,3,2017,0
138813,3,2018,0
138813,3,2019,
138813,3,2020,
138822,3,2012,0
138822,3,2013,0
138822,3,2014,0
138822,3,2015,
138822,3,2016,
138822,3,2017,
138822,3,2018,
138822,3,2019,
138822,3,2020,
138840,1,2012,304
138840,1,2013,309
138840,1,2014,365
138840,1,2015,396
138840,1,2016,475
138840,1,2017,721
138840,1,2018,702
138840,1,2019,776
138840,1,2020,2011
138868,2,2012,
138868,2,2013,
138868,2,2014,25
138868,2,2015,55
138868,2,2016,154
138868,2,2017,223
138868,2,2018,442
138868,2,2019,528
138868,2,2020,412
138901,1,2012,234
138901,1,2013,212
138901,1,2014,267
138901,1,2015,239
138901,1,2016,226
138901,1,2017,224
138901,1,2018,235
138901,1,2019,279
138901,1,2020,546
138929,3,2012,25
138929,3,2013,23
138929,3,2014,22
138929,3,2015,15
138929,3,2016,6
138929,3,2017,0
138929,3,2018,0
138929,3,2019,0
138929,3,2020,299
138938,3,2012,0
138938,3,2013,0
138938,3,2014,0
138938,3,2015,
138938,3,2016,
138938,3,2017,
138938,3,2018,
138938,3,2019,
138938,3,2020,
138947,2,2012,
138947,2,2013,
138947,2,2014,
138947,2,2015,
138947,2,2016,
138947,2,2017,
138947,2,2018,10
138947,2,2019,31
138947,2,2020,3776
138956,1,2012,178
138956,1,2013,158
138956,1,2014,183
138956,1,2015,204
138956,1,2016,211
138956,1,2017,219
138956,1,2018,219
138956,1,2019,221
138956,1,2020,1473
138983,1,2012,12
138983,1,2013,
139010,1,2012,338
139010,1,2013,340
139010,1,2014,329
139010,1,2015,357
139010,1,2016,365
139010,1,2017,344
139010,1,2018,
139074,3,2012,
139074,3,2013,
139074,3,2014,
139074,3,2015,
139074,3,2016,
139092,3,2012,0
139092,3,2013,0
139092,3,2014,0
139092,3,2015,
139092,3,2016,
139144,2,2012,
139144,2,2013,
139144,2,2014,
139144,2,2015,0
139144,2,2016,0
139144,2,2017,0
139144,2,2018,0
139144,2,2019,0
139144,2,2020,61
139153,2,2012,235
139153,2,2013,103
139153,2,2014,88
139153,2,2015,37
139153,2,2016,0
139153,2,2017,73
139153,2,2018,5
139153,2,2019,54
139153,2,2020,76
139199,2,2012,554
139199,2,2013,941
139199,2,2014,1008
139199,2,2015,941
139199,2,2016,1236
139199,2,2017,1263
139199,2,2018,1289
139199,2,2019,1291
139199,2,2020,1322
139205,2,2012,0
139205,2,2013,11
139205,2,2014,6
139205,2,2015,17
139205,2,2016,0
139205,2,2017,26
139205,2,2018,55
139205,2,2019,72
139205,2,2020,29
139214,3,2012,99
139214,3,2013,86
139214,3,2014,89
139214,3,2015,119
139214,3,2016,131
139214,3,2017,135
139214,3,2018,124
139214,3,2019,96
139214,3,2020,
139250,1,2012,31
139250,1,2013,98
139250,1,2014,85
139250,1,2015,144
139250,1,2016,151
139250,1,2017,277
139250,1,2018,327
139250,1,2019,323
139250,1,2020,1151
139278,1,2012,673
139278,1,2013,716
139278,1,2014,633
139278,1,2015,655
139278,1,2016,781
139278,1,2017,729
139278,1,2018,909
139278,1,2019,1338
139278,1,2020,2726
139287,2,2012,14
139287,2,2013,
139287,2,2014,0
139287,2,2015,0
139287,2,2016,
139287,2,2017,0
139287,2,2018,
139311,1,2012,547
139311,1,2013,541
139311,1,2014,836
139311,1,2015,767
139311,1,2016,896
139311,1,2017,1048
139311,1,2018,1212
139311,1,2019,1428
139311,1,2020,3705
139348,2,2012,
139348,2,2013,0
139348,2,2014,0
139348,2,2015,0
139348,2,2016,0
139348,2,2017,0
139348,2,2018,5
139348,2,2019,1
139348,2,2020,201
139357,1,2012,274
139357,1,2013,221
139357,1,2014,405
139357,1,2015,850
139357,1,2016,505
139357,1,2017,312
139357,1,2018,318
139357,1,2019,344
139357,1,2020,1108
139366,1,2012,763
139366,1,2013,885
139366,1,2014,1217
139366,1,2015,1537
139366,1,2016,1535
139366,1,2017,1644
139366,1,2018,1518
139366,1,2019,1460
139366,1,2020,2516
139384,1,2012,883
139384,1,2013,803
139384,1,2014,899
139384,1,2015,957
139384,1,2016,1056
139384,1,2017,1335
139384,1,2018,1487
139384,1,2019,1766
139384,1,2020,3527
139393,2,2012,
139393,2,2013,
139393,2,2014,
139393,2,2015,
139393,2,2016,
139393,2,2017,
139393,2,2018,
139393,2,2019,
139393,2,2020,33
139463,1,2012,87
139463,1,2013,10
139463,1,2014,67
139463,1,2015,81
139463,1,2016,86
139463,1,2017,285
139463,1,2018,368
139463,1,2019,
139463,1,2020,952
139506,3,2012,0
139506,3,2013,0
139506,3,2014,0
139506,3,2015,
139506,3,2016,
139506,3,2017,
139506,3,2018,
139506,3,2019,
139506,3,2020,
139533,3,2012,2033
139533,3,2013,
139579,3,2012,0
139579,3,2013,0
139579,3,2014,0
139579,3,2015,0
139579,3,2016,0
139579,3,2017,0
139579,3,2018,0
139579,3,2019,0
139579,3,2020,119
139621,1,2012,131
139621,1,2013,164
139621,1,2014,161
139621,1,2015,219
139621,1,2016,252
139621,1,2017,351
139621,1,2018,315
139621,1,2019,500
139621,1,2020,797
139630,2,2012,0
139630,2,2013,0
139630,2,2014,0
139630,2,2015,0
139630,2,2016,0
139630,2,2017,0
139630,2,2018,0
139630,2,2019,0
139630,2,2020,15
139658,2,2012,110
139658,2,2013,35
139658,2,2014,1
139658,2,2015,27
139658,2,2016,126
139658,2,2017,140
139658,2,2018,174
139658,2,2019,167
139658,2,2020,7627
139700,1,2012,156
139700,1,2013,41
139700,1,2014,303
139700,1,2015,517
139700,1,2016,691
139700,1,2017,753
139700,1,2018,808
139700,1,2019,1032
139700,1,2020,2797
139719,1,2012,197
139719,1,2013,41
139719,1,2014,180
139719,1,2015,107
139719,1,2016,120
139719,1,2017,122
139719,1,2018,124
139719,1,2019,108
139719,1,2020,1155
139746,1,2012,
139746,1,2013,
139746,1,2014,
139746,1,2015,
139746,1,2016,
139746,1,2017,
139746,1,2018,
139746,1,2019,
139746,1,2020,
139755,1,2012,811
139755,1,2013,830
139755,1,2014,2221
139755,1,2015,3736
139755,1,2016,4877
139755,1,2017,7135
139755,1,2018,9852
139755,1,2019,13301
139755,1,2020,14332
139764,1,2012,677
139764,1,2013,688
139764,1,2014,663
139764,1,2015,665
139764,1,2016,711
139764,1,2017,849
139764,1,2018,748
139764,1,2019,812
139764,1,2020,1103
139773,1,2012,129
139773,1,2013,
139861,1,2012,88
139861,1,2013,127
139861,1,2014,310
139861,1,2015,415
139861,1,2016,513
139861,1,2017,691
139861,1,2018,749
139861,1,2019,903
139861,1,2020,967
139904,1,2012,620
139904,1,2013,0
139904,1,2014,
139931,1,2012,1700
139931,1,2013,1949
139931,1,2014,1893
139931,1,2015,1855
139931,1,2016,2037
139931,1,2017,1940
139931,1,2018,2652
139931,1,2019,2707
139931,1,2020,3796
139940,1,2012,287
139940,1,2013,293
139940,1,2014,297
139940,1,2015,129
139940,1,2016,54
139940,1,2017,226
139940,1,2018,291
139940,1,2019,850
139940,1,2020,19725
139959,1,2012,189
139959,1,2013,242
139959,1,2014,276
139959,1,2015,439
139959,1,2016,547
139959,1,2017,632
139959,1,2018,743
139959,1,2019,828
139959,1,2020,880
139968,1,2012,44
139968,1,2013,47
139968,1,2014,88
139968,1,2015,146
139968,1,2016,137
139968,1,2017,180
139968,1,2018,328
139968,1,2019,376
139968,1,2020,1174
139986,1,2012,782
139986,1,2013,678
139986,1,2014,736
139986,1,2015,675
139986,1,2016,613
139986,1,2017,687
139986,1,2018,807
139986,1,2019,898
139986,1,2020,2725
139995,2,2012,5
139995,2,2013,2
139995,2,2014,2
139995,2,2015,0
139995,2,2016,0
139995,2,2017,0
139995,2,2018,55
139995,2,2019,165
139995,2,2020,239
140003,3,2012,
140003,3,2013,
140003,3,2014,
140003,3,2015,
140003,3,2016,
140003,3,2017,
140003,3,2018,
140003,3,2019,
140003,3,2020,
140012,1,2012,697
140012,1,2013,798
140012,1,2014,763
140012,1,2015,682
140012,1,2016,732
140012,1,2017,911
140012,1,2018,1089
140012,1,2019,1351
140012,1,2020,3170
140085,1,2012,602
140085,1,2013,
140146,2,2012,91
140146,2,2013,84
140146,2,2014,83
140146,2,2015,66
140146,2,2016,60
140146,2,2017,78
140146,2,2018,84
140146,2,2019,90
140146,2,2020,285
140164,1,2012,959
140164,1,2013,1260
140164,1,2014,1721
140164,1,2015,
140234,2,2012,0
140234,2,2013,8
140234,2,2014,14
140234,2,2015,24
140234,2,2016,34
140234,2,2017,55
140234,2,2018,51
140234,2,2019,27
140234,2,2020,46
140243,1,2012,680
140243,1,2013,650
140243,1,2014,577
140243,1,2015,579
140243,1,2016,558
140243,1,2017,509
140243,1,2018,528
140243,1,2019,554
140243,1,2020,1017
140252,2,2012,0
140252,2,2013,0
140252,2,2014,0
140252,2,2015,0
140252,2,2016,59
140252,2,2017,33
140252,2,2018,44
140252,2,2019,94
140252,2,2020,2761
140304,1,2012,934
140304,1,2013,
140322,1,2012,357
140322,1,2013,
140331,1,2012,1341
140331,1,2013,1137
140331,1,2014,1167
140331,1,2015,1219
140331,1,2016,1263
140331,1,2017,1434
140331,1,2018,1510
140331,1,2019,1605
140331,1,2020,2446
140340,3,2012,63
140340,3,2013,148
140340,3,2014,126
140340,3,2015,0
140340,3,2016,315
140340,2,2017,378
140340,2,2018,472
140340,2,2019,491
140340,2,2020,483
140401,1,2012,151
140401,1,2013,
140447,2,2012,160
140447,2,2013,268
140447,2,2014,384
140447,2,2015,487
140447,2,2016,702
140447,2,2017,656
140447,2,2018,899
140447,2,2019,1110
140447,2,2020,1738
140483,1,2012,360
140483,1,2013,
140553,2,2012,
140553,2,2013,
140553,2,2014,
140553,2,2015,
140553,2,2016,
140553,2,2017,
140553,2,2018,
140553,2,2019,
140553,2,2020,2152
140562,2,2012,
140562,2,2013,
140562,2,2014,
140562,2,2015,
140562,2,2016,
140562,2,2017,
140562,2,2018,
140562,2,2019,4
140562,2,2020,25
140599,1,2012,241
140599,1,2013,191
140599,1,2014,172
140599,1,2015,
140669,1,2012,85
140669,1,2013,
140678,1,2012,172
140678,1,2013,165
140678,1,2014,212
140678,1,2015,205
140678,1,2016,220
140678,1,2017,234
140678,1,2018,265
140678,1,2019,409
140678,1,2020,851
140696,2,2012,
140696,2,2013,
140696,2,2014,
140696,2,2015,
140696,2,2016,
140696,2,2017,
140696,2,2018,
140696,2,2019,
140696,2,2020,1452
140720,2,2012,47
140720,2,2013,41
140720,2,2014,27
140720,2,2015,18
140720,2,2016,10
140720,2,2017,8
140720,2,2018,
140720,2,2019,
140720,2,2020,189
140818,2,2012,
140818,2,2013,
140818,2,2014,
140818,2,2015,
140818,2,2016,46
140818,2,2017,41
140818,2,2018,18
140818,2,2019,70
140818,2,2020,889
140827,3,2012,0
140827,3,2013,0
140827,3,2014,0
140827,3,2015,
140827,3,2016,
140827,3,2017,
140827,3,2018,
140827,3,2019,
140827,3,2020,
140872,2,2012,3
140872,2,2013,105
140872,2,2014,178
140872,2,2015,163
140872,2,2016,181
140872,2,2017,270
140872,2,2018,293
140872,2,2019,241
140872,2,2020,206
140942,1,2012,415
140942,1,2013,379
140942,1,2014,373
140942,1,2015,324
140942,1,2016,300
140942,1,2017,464
140942,1,2018,491
140942,1,2019,368
140942,1,2020,1570
140951,2,2012,724
140951,2,2013,694
140951,2,2014,698
140951,2,2015,722
140951,2,2016,942
140951,2,2017,993
140951,2,2018,1040
140951,2,2019,1096
140951,2,2020,1417
140960,1,2012,0
140960,1,2013,15
140960,1,2014,27
140960,1,2015,89
140960,1,2016,126
140960,1,2017,143
140960,1,2018,195
140960,1,2019,248
140960,1,2020,644
140988,2,2012,330
140988,2,2013,370
140988,2,2014,421
140988,2,2015,439
140988,2,2016,452
140988,2,2017,475
140988,2,2018,420
140988,2,2019,391
140988,2,2020,382
140997,1,2012,13
140997,1,2013,
141006,1,2012,141
141006,1,2013,18
141006,1,2014,16
141006,1,2015,30
141006,1,2016,68
141006,1,2017,178
141006,1,2018,361
141006,1,2019,413
141006,1,2020,510
141015,3,2012,0
141015,3,2013,0
141015,3,2014,
141015,3,2015,
141015,3,2016,
141015,3,2017,
141015,3,2018,
141015,3,2019,
141015,3,2020,
141060,2,2012,
141060,2,2013,
141060,2,2014,
141060,2,2015,
141060,2,2016,
141060,2,2017,
141060,2,2018,
141060,2,2019,
141060,2,2020,2207
141097,1,2012,778
141097,1,2013,856
141097,1,2014,907
141097,1,2015,
141158,1,2012,140
141158,1,2013,125
141158,1,2014,128
141158,1,2015,
141167,2,2012,395
141167,2,2013,340
141167,2,2014,377
141167,2,2015,361
141167,2,2016,204
141167,2,2017,152
141167,2,2018,278
141167,2,2019,646
141167,2,2020,1302
141185,2,2012,86
141185,2,2013,163
141185,2,2014,214
141185,2,2015,295
141185,2,2016,462
141185,2,2017,596
141185,2,2018,816
141185,2,2019,1008
141185,2,2020,977
141237,2,2012,214
141237,2,2013,307
141237,2,2014,445
141237,2,2015,691
141237,2,2016,749
141237,2,2017,1004
141237,2,2018,1223
141237,2,2019,1307
141237,2,2020,1256
141255,1,2012,623
141255,1,2013,522
141255,1,2014,452
141255,1,2015,425
141255,1,2016,320
141255,1,2017,335
141255,1,2018,516
141255,1,2019,506
141255,1,2020,1167
141264,1,2012,1371
141264,1,2013,1478
141264,1,2014,1664
141264,1,2015,1924
141264,1,2016,2590
141264,1,2017,2927
141264,1,2018,3002
141264,1,2019,2993
141264,1,2020,4016
141307,1,2012,
141307,1,2013,
141325,2,2012,
141325,2,2013,
141325,2,2014,2
141325,2,2015,5
141325,2,2016,0
141325,2,2017,0
141325,2,2018,24
141325,2,2019,96
141325,2,2020,139
141334,1,2012,1542
141334,1,2013,1719
141334,1,2014,1718
141334,1,2015,1997
141334,1,2016,2419
141334,1,2017,2878
141334,1,2018,3394
141334,1,2019,3645
141334,1,2020,5003
141361,2,2012,0
141361,2,2013,0
141361,2,2014,0
141361,2,2015,0
141361,2,2016,56
141361,2,2017,158
141361,2,2018,49
141361,2,2019,79
141361,2,2020,107
141468,3,2012,64
141468,3,2013,92
141468,3,2014,58
141468,3,2015,
141486,2,2012,707
141486,2,2013,568
141486,2,2014,627
141486,2,2015,559
141486,2,2016,497
141486,2,2017,557
141486,2,2018,485
141486,2,2019,490
141486,2,2020,506
141565,1,2012,204
141565,1,2013,179
141565,1,2014,197
141565,1,2015,213
141565,1,2016,161
141565,1,2017,252
141565,1,2018,271
141565,1,2019,209
141565,1,2020,402
141574,1,2012,685
141574,1,2013,600
141574,1,2014,634
141574,1,2015,598
141574,1,2016,677
141574,1,2017,755
141574,1,2018,721
141574,1,2019,823
141574,1,2020,1513
141608,3,2012,0
141608,3,2013,0
141608,3,2014,0
141608,3,2015,
141608,3,2016,
141608,3,2017,
141608,3,2018,
141608,3,2019,
141608,3,2020,
141644,2,2012,1308
141644,2,2013,1164
141644,2,2014,959
141644,2,2015,653
141644,2,2016,549
141644,2,2017,554
141644,2,2018,537
141644,2,2019,419
141644,2,2020,621
141680,1,2012,602
141680,1,2013,546
141680,1,2014,503
141680,1,2015,536
141680,1,2016,529
141680,1,2017,422
141680,1,2018,460
141680,1,2019,525
141680,1,2020,2671
141796,1,2012,1445
141796,1,2013,1384
141796,1,2014,1218
141796,1,2015,1236
141796,1,2016,1219
141796,1,2017,1151
141796,1,2018,1262
141796,1,2019,1452
141796,1,2020,3743
141802,1,2012,71
141802,1,2013,114
141802,1,2014,133
141802,1,2015,119
141802,1,2016,91
141802,1,2017,100
141802,1,2018,105
141802,1,2019,144
141802,1,2020,1075
141811,1,2012,1364
141811,1,2013,1495
141811,1,2014,1444
141811,1,2015,1452
141811,1,2016,1433
141811,1,2017,1385
141811,1,2018,1572
141811,1,2019,1839
141811,1,2020,4940
141839,1,2012,395
141839,1,2013,412
141839,1,2014,430
141839,1,2015,418
141839,1,2016,512
141839,1,2017,462
141839,1,2018,502
141839,1,2019,449
141839,1,2020,2067
141848,3,2012,0
141848,3,2013,0
141848,3,2014,0
141848,3,2015,
141848,3,2016,
141848,3,2017,
141936,2,2012,
141936,2,2013,
141936,2,2014,
141936,2,2015,
141936,2,2016,
141936,2,2017,
141936,2,2018,
141945,3,2012,0
141945,3,2013,0
141945,3,2014,0
141945,3,2015,
141945,3,2016,
141945,3,2017,
141945,3,2018,
141963,1,2012,
141963,1,2013,
141963,1,2014,
141963,1,2015,
141963,1,2016,
141963,1,2017,
141963,1,2018,
141963,1,2019,
141963,1,2020,
141981,1,2012,493
141981,1,2013,606
141981,1,2014,660
141981,1,2015,765
141981,1,2016,844
141981,1,2017,907
141981,1,2018,932
141981,1,2019,879
141981,1,2020,2639
141990,1,2012,465
141990,1,2013,583
141990,1,2014,554
141990,1,2015,664
141990,1,2016,723
141990,1,2017,687
141990,1,2018,744
141990,1,2019,773
141990,1,2020,1482
142054,3,2012,
142054,3,2013,
142054,3,2014,0
142054,3,2015,21
142054,3,2016,16
142054,3,2017,12
142054,3,2018,0
142054,3,2019,11
142054,3,2020,19
142090,2,2012,3
142090,2,2013,1
142090,2,2014,2
142090,2,2015,0
142090,2,2016,1
142090,2,2017,
142090,2,2018,
142090,2,2019,
142090,2,2020,
142115,1,2012,1685
142115,1,2013,1803
142115,1,2014,2019
142115,1,2015,2305
142115,1,2016,2568
142115,1,2017,2989
142115,1,2018,3575
142115,1,2019,4017
142115,1,2020,7922
142179,1,2012,
142179,1,2013,
142179,1,2014,
142179,1,2015,
142179,1,2016,
142179,1,2017,0
142179,1,2018,34
142179,1,2019,50
142179,1,2020,701
142276,1,2012,1222
142276,1,2013,1389
142276,1,2014,1399
142276,1,2015,1476
142276,1,2016,1531
142276,1,2017,1594
142276,1,2018,1620
142276,1,2019,1908
142276,1,2020,2620
142285,1,2012,884
142285,1,2013,833
142285,1,2014,916
142285,1,2015,944
142285,1,2016,885
142285,1,2017,926
142285,1,2018,1004
142285,1,2019,1021
142285,1,2020,1274
142294,2,2012,
142294,2,2013,
142294,2,2014,
142294,2,2015,
142294,2,2016,0
142294,2,2017,
142294,2,2018,
142294,2,2019,
142294,2,2020,
142328,1,2012,497
142328,1,2013,464
142328,1,2014,548
142328,1,2015,496
142328,1,2016,680
142328,1,2017,529
142328,1,2018,740
142328,1,2019,669
142328,1,2020,599
142337,3,2012,
142337,3,2013,
142337,3,2014,
142337,3,2015,
142337,3,2016,
142337,3,2017,
142407,3,2012,0
142407,3,2013,0
142407,3,2014,0
142407,3,2015,
142407,3,2016,
142407,3,2017,
142407,3,2018,
142407,3,2019,
142407,3,2020,
142416,3,2012,0
142416,3,2013,0
142416,3,2014,0
142416,3,2015,
142416,3,2016,
142416,3,2017,
142416,3,2018,
142416,3,2019,
142416,3,2020,
142443,1,2012,794
142443,1,2013,896
142443,1,2014,943
142443,1,2015,912
142443,1,2016,902
142443,1,2017,857
142443,1,2018,1038
142443,1,2019,1013
142443,1,2020,2733
142461,2,2012,510
142461,2,2013,530
142461,2,2014,545
142461,2,2015,547
142461,2,2016,642
142461,2,2017,716
142461,2,2018,670
142461,2,2019,680
142461,2,2020,549
142489,3,2012,0
142489,3,2013,0
142489,3,2014,0
142489,3,2015,
142489,3,2016,
142489,3,2017,
142489,3,2018,
142489,3,2019,
142489,3,2020,
142522,2,2012,6139
142522,2,2013,11562
142522,2,2014,20071
142522,2,2015,25352
142522,2,2016,25820
142522,2,2017,31554
142522,2,2018,21053
142522,2,2019,17448
142522,2,2020,22218
142559,1,2012,1133
142559,1,2013,973
142559,1,2014,1050
142559,1,2015,928
142559,1,2016,865
142559,1,2017,632
142559,1,2018,982
142559,1,2019,897
142559,1,2020,1314
142832,2,2012,77
142832,2,2013,74
142832,2,2014,170
142832,2,2015,153
142832,2,2016,270
142832,2,2017,290
142832,2,2018,258
142832,2,2019,325
142832,2,2020,429
142869,3,2012,0
142869,3,2013,0
142869,3,2014,0
142869,3,2015,
142869,3,2016,
142878,3,2012,0
142878,3,2013,0
142878,3,2014,0
142878,3,2015,
142878,3,2016,
142887,3,2012,
142887,3,2013,
142887,3,2014,
142887,2,2015,
142887,2,2016,
142887,2,2017,
142887,2,2018,
142887,2,2019,
142887,2,2020,
142957,2,2015,
142957,2,2016,
142957,2,2017,
142957,2,2018,
142957,2,2019,
142957,2,2020,0
143048,2,2012,
143048,2,2013,
143048,2,2014,
143048,2,2015,0
143048,2,2016,15
143048,2,2017,0
143048,2,2018,0
143048,2,2019,
143048,2,2020,884
143075,3,2012,
143075,3,2013,
143084,2,2012,
143084,2,2013,
143084,2,2014,
143084,2,2015,0
143084,2,2016,0
143084,2,2017,0
143084,2,2018,0
143084,2,2019,0
143084,2,2020,250
143118,2,2012,0
