unitid,control,year,efdeexc
451477,3,2013,
451477,3,2014,0
451477,3,2015,
451477,3,2016,25
451477,3,2017,405
451477,3,2018,1019
451477,3,2019,1797
451477,3,2020,2977
451486,2,2012,
451495,3,2012,0
451495,3,2013,0
451495,3,2014,0
451495,3,2015,
451495,3,2016,
451495,3,2017,
451495,3,2018,
451495,3,2019,
451495,3,2020,
451501,3,2012,
451501,3,2013,0
451501,3,2014,0
451501,3,2015,
451501,3,2016,
451501,3,2017,
451501,3,2018,
451501,3,2019,
451501,3,2020,
451510,3,2012,
451510,3,2013,
451510,3,2014,0
451510,3,2015,
451510,3,2016,
451510,3,2017,
451510,3,2018,
451510,3,2019,
451510,3,2020,
451529,3,2012,0
451529,3,2013,0
451529,3,2014,0
451529,3,2015,
451529,3,2016,
451529,3,2017,
451529,3,2018,
451529,3,2019,
451529,3,2020,
451538,3,2012,0
451538,3,2013,0
451538,3,2014,0
451538,3,2015,
451538,3,2016,
451538,3,2017,
451538,3,2018,
451538,3,2019,
451547,3,2012,
451547,3,2013,
451547,3,2014,0
451547,3,2015,
451547,3,2016,
451547,3,2017,
451547,3,2018,
451547,3,2019,
451547,3,2020,
451556,3,2012,
451556,3,2013,
451556,3,2014,
451556,3,2015,
451556,3,2016,3
451556,3,2017,27
451556,3,2018,18
451556,3,2019,18
451556,3,2020,17
451565,3,2012,0
451565,3,2013,0
451565,3,2014,0
451565,3,2015,
451565,3,2016,
451565,3,2017,
451565,3,2018,
451565,3,2019,
451565,3,2020,
451574,3,2012,0
451574,3,2013,0
451574,3,2014,0
451574,3,2015,
451574,3,2016,
451574,3,2017,
451574,3,2018,
451574,3,2019,
451574,3,2020,
451583,1,2012,
451583,1,2013,
451583,1,2014,
451583,1,2015,
451583,1,2016,
451583,1,2017,
451583,1,2018,
451583,1,2019,
451583,1,2020,
451592,3,2012,
451592,3,2013,7
451592,3,2014,
451608,3,2012,
451608,3,2013,
451617,3,2012,0
451617,3,2013,0
451617,3,2014,0
451617,3,2015,
451617,3,2016,
451617,3,2017,
451617,3,2018,
451626,3,2012,0
451626,3,2013,0
451626,3,2014,
451626,3,2015,
451626,3,2016,
451626,3,2017,
451626,3,2018,
451626,3,2019,
451626,3,2020,
451635,3,2012,
451635,3,2013,0
451635,3,2014,0
451635,3,2015,
451635,3,2016,
451635,3,2017,
451635,3,2018,
451635,3,2019,
451635,3,2020,
451644,3,2012,0
451644,3,2013,0
451644,3,2014,0
451644,3,2015,
451644,3,2016,
451644,3,2017,
451653,3,2012,0
451653,3,2013,0
451653,3,2014,0
451653,3,2015,
451653,3,2016,
451653,3,2017,
451653,3,2018,
451662,3,2012,10643
451662,3,2013,10906
451662,3,2014,9383
451662,3,2015,6887
451662,3,2016,4675
451662,3,2017,2940
451662,3,2018,
451671,1,2012,483
451671,1,2013,468
451671,1,2014,423
451671,1,2015,411
451671,1,2016,532
451671,1,2017,566
451671,1,2018,651
451671,1,2019,656
451671,1,2020,
451680,1,2012,
451699,3,2012,0
451699,3,2013,
451699,3,2014,
451699,3,2015,
451699,3,2016,
451699,3,2017,
451705,3,2012,0
451705,2,2013,0
451705,2,2014,
451705,2,2015,
451705,2,2016,
451705,2,2017,
451714,3,2012,0
451714,3,2013,0
451714,3,2014,0
451714,3,2015,
451714,3,2016,
451714,3,2017,
451714,3,2018,
451714,3,2019,
451714,3,2020,
451741,2,2012,
451741,2,2013,
451741,3,2014,
451741,3,2015,
451741,3,2016,
451741,3,2017,
451741,3,2018,
451741,3,2019,
451741,3,2020,
451750,3,2012,3
451750,3,2013,2
451750,3,2014,5
451750,3,2015,11
451750,3,2016,8
451750,3,2017,9
451750,3,2018,13
451750,3,2019,28
451750,3,2020,62
451769,3,2012,109
451769,3,2013,71
451769,3,2014,50
451769,3,2015,36
451769,3,2016,
451796,3,2012,0
451796,3,2013,0
451796,3,2014,0
451796,3,2015,0
451796,3,2016,0
451796,3,2017,0
451796,3,2018,
451802,3,2012,
451802,3,2013,
451811,3,2012,
451811,3,2013,
451820,3,2012,0
451820,3,2013,0
451820,3,2014,0
451820,3,2015,0
451820,3,2016,0
451820,3,2017,0
451820,3,2018,0
451820,3,2019,
451820,3,2020,
451848,3,2012,0
451848,3,2013,0
451848,3,2014,0
451848,3,2015,0
451848,3,2016,0
451848,3,2017,
451857,2,2012,
451857,2,2013,
451857,2,2014,
451857,2,2015,
451857,2,2016,
451857,2,2017,0
451857,2,2018,0
451857,2,2019,0
451857,2,2020,0
451866,2,2012,
451866,2,2013,
451866,2,2014,
451866,2,2015,
451866,2,2016,
451866,2,2017,0
451866,2,2018,0
451866,2,2019,0
451866,2,2020,0
451875,3,2012,342
451875,3,2013,173
451875,3,2014,132
451875,3,2015,90
451875,3,2016,67
451875,3,2017,93
451875,3,2018,73
451875,3,2019,
451884,3,2012,282
451884,3,2013,126
451884,3,2014,91
451884,3,2015,79
451884,3,2016,100
451884,3,2017,124
451884,3,2018,73
451884,3,2019,
451893,3,2012,
451893,3,2013,
451909,3,2012,
451909,3,2013,
451909,3,2014,
451909,3,2015,
451909,3,2016,
451909,3,2017,
451909,3,2018,
451909,3,2019,
451909,3,2020,
451918,3,2012,0
451918,3,2013,0
451918,3,2014,0
451918,3,2015,
451918,3,2016,
451918,3,2017,
451918,3,2018,
451918,3,2019,
451918,3,2020,0
451927,2,2019,26
451927,2,2020,32
451936,3,2012,
451936,3,2013,
451936,3,2014,
451936,3,2015,
451945,3,2012,
451945,3,2013,
451945,3,2014,
451945,3,2015,
451945,3,2016,
451945,3,2017,
451954,3,2012,
451954,3,2013,
451954,3,2014,
451954,3,2015,
451954,3,2016,
451954,3,2017,
451963,3,2012,
451963,3,2013,
451963,3,2014,
451963,3,2015,
451963,3,2016,
451963,3,2017,
451972,3,2012,
451972,3,2013,
451972,3,2014,
451972,3,2015,
451972,3,2016,
451972,3,2017,
451981,3,2012,
451981,3,2013,
451981,3,2014,
451981,3,2015,
451981,3,2016,
451981,3,2017,
451990,3,2012,
451990,3,2013,
451990,3,2014,
451990,3,2015,
451990,3,2016,
451990,3,2017,
452009,3,2012,0
452009,3,2013,0
452009,3,2014,0
452009,3,2015,
452009,3,2016,
452009,3,2017,
452009,3,2018,
452009,3,2019,
452009,3,2020,
452018,3,2012,0
452018,3,2013,0
452018,3,2014,0
452018,3,2015,0
452018,3,2016,0
452018,3,2017,
452027,3,2012,0
452027,3,2013,0
452027,3,2014,0
452027,3,2015,0
452027,3,2016,0
452027,3,2017,0
452027,3,2018,
452036,3,2012,
452036,3,2013,0
452036,3,2014,
452036,3,2015,
452036,3,2016,
452036,3,2017,
452045,3,2012,
452045,3,2013,0
452045,3,2014,
452045,3,2015,
452045,3,2016,
452045,3,2017,
452054,3,2012,
452054,3,2013,
452054,3,2014,
452054,3,2015,
452054,3,2016,
452054,3,2017,
452063,3,2012,
452063,3,2013,
452063,3,2014,
452063,3,2015,
452063,3,2016,
452063,3,2017,
452072,3,2012,0
452072,3,2013,0
452072,3,2014,0
452072,3,2015,
452072,3,2016,
452072,3,2017,
452072,3,2018,
452072,3,2019,
452072,3,2020,0
452081,3,2012,148
452081,3,2013,182
452081,3,2014,246
452081,3,2015,214
452081,3,2016,241
452081,3,2017,218
452081,3,2018,391
452081,3,2019,411
452081,3,2020,414
452090,3,2012,0
452090,3,2013,0
452090,3,2014,0
452090,3,2015,0
452090,3,2016,0
452090,3,2017,0
452090,3,2018,
452106,1,2012,
452106,1,2013,
452106,1,2014,
452106,1,2015,
452106,1,2016,
452106,1,2017,
452106,1,2018,
452106,1,2019,
452106,1,2020,
452115,3,2012,0
452115,3,2013,
452115,3,2014,
452115,3,2015,5
452115,3,2016,7
452115,3,2017,1
452115,3,2018,
452124,3,2012,
452124,3,2013,
452124,3,2014,
452124,3,2015,
452124,3,2016,
452124,3,2017,0
452124,3,2018,0
452124,3,2019,0
452124,3,2020,0
452133,2,2012,
452373,3,2012,0
452373,3,2013,0
452373,3,2014,0
452373,3,2015,0
452373,3,2016,0
452373,3,2017,0
452373,3,2018,0
452373,3,2019,0
452373,3,2020,1
452540,2,2012,0
452540,2,2013,
452540,2,2014,0
452540,2,2015,
452540,2,2016,0
452540,2,2017,
452540,2,2018,
452540,2,2019,
452540,2,2020,
452692,3,2012,
452692,3,2013,0
452692,3,2014,
452771,3,2012,
452771,3,2013,0
452771,3,2014,0
452771,3,2015,
452771,3,2016,
452771,3,2017,
452771,3,2018,
452771,3,2019,
452771,3,2020,
452780,3,2012,0
452780,3,2013,
452780,3,2014,0
452780,3,2015,
452780,3,2016,
452780,3,2017,
452780,3,2018,
452780,3,2019,
452780,3,2020,
452841,3,2012,0
452841,3,2013,0
452841,3,2014,
452887,3,2014,0
452887,3,2015,
452887,3,2016,
452887,3,2017,
452887,3,2018,
452887,3,2019,
452887,3,2020,
452948,3,2012,0
452948,3,2013,0
452948,3,2014,0
452948,3,2015,0
452948,3,2016,0
452948,3,2017,0
452948,3,2018,0
452948,3,2019,0
452948,3,2020,0
452984,3,2012,
452984,3,2013,0
452984,3,2014,
452984,3,2015,
452984,3,2016,
453075,3,2012,0
453075,3,2013,
453075,3,2014,
453109,3,2012,0
453109,3,2013,0
453109,3,2014,0
453109,3,2015,0
453109,3,2016,0
453109,3,2017,2
453109,3,2018,0
453109,3,2019,
453127,3,2012,500
453127,3,2013,427
453163,3,2012,2909
453163,3,2013,2545
453163,3,2014,2962
453163,3,2015,3710
453163,3,2016,4337
453163,3,2017,4692
453163,3,2018,5314
453163,3,2019,6090
453163,3,2020,5441
453215,3,2012,455
453215,3,2013,407
453215,3,2014,529
453215,3,2015,623
453215,3,2016,702
453215,3,2017,814
453215,3,2018,915
453215,3,2019,940
453215,3,2020,995
453297,3,2012,0
453297,3,2013,0
453297,3,2014,0
453297,3,2015,
453297,3,2016,
453297,3,2017,
453297,3,2018,
453297,3,2019,
453297,3,2020,
453349,3,2012,0
453349,3,2013,
453455,3,2012,
453455,3,2013,
453455,3,2014,
453455,3,2015,0
453455,3,2016,0
453455,3,2017,0
453455,3,2018,
453455,3,2019,
453464,3,2012,
453464,3,2013,
453464,3,2014,
453464,3,2015,22
453464,3,2016,41
453464,3,2017,18
453464,3,2018,
453473,3,2012,
453473,3,2013,
453473,3,2014,
453473,3,2015,0
453473,3,2016,0
453473,3,2017,
453482,3,2012,
453482,3,2013,
453482,3,2014,
453482,3,2015,
453552,3,2012,0
453552,3,2013,0
453552,3,2014,0
453552,3,2015,
453552,3,2016,
453552,3,2017,
453570,3,2012,
453570,3,2013,0
453570,3,2014,0
453570,3,2015,
453570,3,2016,
453747,3,2012,
453747,3,2013,
453747,3,2014,
453747,3,2015,
453747,3,2016,
453747,3,2017,
453756,3,2012,0
453756,3,2013,0
453756,3,2014,0
453756,3,2015,0
453756,3,2016,0
453756,3,2017,
453756,3,2018,0
453756,3,2019,0
453756,3,2020,0
453792,3,2012,0
453792,3,2013,
453792,3,2014,
453792,3,2015,
453792,3,2016,
453792,3,2017,
453792,3,2018,
453792,3,2019,
453792,3,2020,
453817,3,2012,
453817,3,2013,
453817,3,2014,
453817,3,2015,
453817,3,2016,
453817,3,2017,
453817,3,2018,
453923,3,2012,0
453923,3,2013,
454032,3,2012,
454078,2,2012,0
454078,2,2013,0
454078,2,2014,0
454078,2,2015,
454078,2,2016,
454175,3,2012,
454175,3,2013,
454175,3,2014,
454175,3,2015,
454184,2,2012,26
454184,2,2013,16
454184,2,2014,11
454184,2,2015,17
454184,2,2016,12
454184,2,2017,6
454184,2,2018,14
454184,2,2019,15
454184,2,2020,9
454209,3,2012,39
454209,3,2013,
454218,3,2012,
454218,3,2013,
454218,3,2014,
454218,3,2015,
454218,3,2016,
454218,3,2017,
454218,3,2018,
454218,3,2019,
454218,3,2020,
454227,3,2012,10156
454227,3,2013,11911
454227,3,2014,16467
454227,3,2015,20590
454227,3,2016,22837
454227,3,2017,24524
454227,3,2018,25033
454227,3,2019,25178
454227,3,2020,26615
454236,3,2012,101
454236,3,2013,41
454236,3,2014,28
454236,3,2015,22
454236,3,2016,22
454236,3,2017,10
454236,3,2018,6
454236,3,2019,18
454236,3,2020,25
454245,3,2012,47
454245,3,2013,26
454245,3,2014,26
454245,3,2015,21
454245,3,2016,13
454245,3,2017,6
454245,3,2018,4
454245,3,2019,2
454245,3,2020,4
454263,3,2012,
454306,3,2012,0
454306,3,2013,0
454306,3,2014,0
454306,3,2015,0
454306,3,2016,2
454306,3,2017,0
454306,3,2018,0
454306,3,2019,0
454306,3,2020,0
454315,3,2012,
454315,3,2013,0
454315,3,2014,
454315,3,2015,
454315,3,2016,
454324,3,2012,
454324,3,2013,0
454324,3,2014,
454324,3,2015,
454324,3,2016,
454333,3,2012,
454333,3,2013,0
454333,3,2014,
454333,3,2015,
454333,3,2016,
454342,3,2012,
454342,3,2013,0
454342,3,2014,
454342,3,2015,
454342,3,2016,
454351,3,2012,0
454351,3,2013,0
454351,3,2014,
454351,3,2015,
454351,3,2016,
454360,3,2012,
454360,3,2013,0
454360,3,2014,
454360,3,2015,
454360,3,2016,
454379,3,2012,
454379,3,2013,0
454379,3,2014,
454379,3,2015,
454379,3,2016,
454388,3,2012,
454388,3,2013,0
454388,3,2014,
454388,3,2015,
454388,3,2016,
454397,3,2012,
454397,3,2013,0
454397,3,2014,
454397,3,2015,
454397,3,2016,
454403,3,2012,
454412,3,2012,
454421,3,2012,
454430,3,2012,
454449,3,2012,
454458,3,2012,0
454458,3,2013,0
454458,3,2014,0
454458,3,2015,0
454458,3,2016,0
454458,3,2017,0
454458,3,2018,0
454458,3,2019,0
454458,3,2020,0
454467,3,2012,0
454467,3,2013,0
454467,3,2014,
454467,3,2015,
454467,3,2016,
454476,3,2012,
454476,3,2013,0
454476,3,2014,
454476,3,2015,
454476,3,2016,
454485,3,2012,
454485,3,2013,0
454485,3,2014,
454485,3,2015,
454485,3,2016,
454494,3,2012,0
454494,3,2013,0
454494,3,2014,
454494,3,2015,
454494,3,2016,
454500,3,2012,
454500,3,2013,0
454500,3,2014,
454500,3,2015,
454500,3,2016,
454519,3,2012,0
454519,3,2013,0
454519,3,2014,
454519,3,2015,
454519,3,2016,
454528,3,2012,
454528,3,2013,0
454528,3,2014,
454528,3,2015,
454528,3,2016,
454537,3,2012,0
454537,3,2013,0
454537,3,2014,
454537,3,2015,
454537,3,2016,
454537,3,2017,
454537,3,2018,
454537,3,2019,
454537,3,2020,
454546,3,2012,
454546,3,2013,
454546,3,2014,
454546,3,2015,
454546,3,2016,
454546,3,2017,
454546,3,2018,
454546,3,2019,
454546,3,2020,
454555,3,2012,
454555,3,2013,
454555,3,2014,
454555,3,2015,
454555,3,2016,
454555,3,2017,
454555,3,2018,
454555,3,2019,
454555,3,2020,
454564,3,2012,
454573,3,2012,
454573,3,2013,
454573,3,2014,
454573,3,2015,
454573,3,2016,
454573,3,2017,
454573,3,2018,
454573,3,2019,
454582,2,2012,354
454582,2,2013,360
454582,2,2014,375
454582,2,2015,310
454582,2,2016,230
454582,2,2017,193
454582,2,2018,195
454582,2,2019,261
454582,2,2020,221
454591,3,2012,25
454591,3,2013,13
454591,3,2014,19
454591,3,2015,15
454591,3,2016,
454607,3,2012,0
454607,3,2013,0
454607,3,2014,0
454607,3,2015,
454607,3,2016,
454607,3,2017,
454607,3,2018,
454607,3,2019,
454607,3,2020,
454616,3,2012,
454616,3,2013,
454616,3,2014,
454616,3,2015,
454616,3,2016,
454616,3,2017,
454616,3,2018,0
454616,3,2019,0
454616,3,2020,0
454625,3,2012,0
454625,3,2013,
454625,3,2014,
454625,3,2015,5
454625,3,2016,2
454625,3,2017,5
454625,3,2018,
454634,3,2012,0
454652,3,2012,0
454652,3,2013,0
454652,3,2014,0
454652,3,2015,
454652,3,2016,
454652,3,2017,
454652,3,2018,
454652,3,2019,
454652,3,2020,
454689,3,2012,666
454689,3,2013,785
454689,3,2014,817
454689,3,2015,851
454689,3,2016,814
454689,3,2017,751
454689,3,2018,665
454689,3,2019,635
454689,3,2020,614
454698,3,2012,
454698,3,2013,
454698,3,2014,
454698,3,2015,
454698,3,2016,
454698,3,2017,
454698,3,2018,
454698,3,2019,
454698,3,2020,
454704,2,2012,0
454704,2,2013,0
454704,2,2014,
454704,2,2015,
454722,3,2012,
454722,3,2013,
454722,3,2014,
454722,3,2015,
454722,3,2016,
454722,3,2017,
454722,3,2018,
454722,3,2019,
454722,3,2020,
454731,3,2012,0
454731,3,2013,0
454731,3,2014,
454740,3,2012,
454740,3,2013,
454740,3,2014,
454740,3,2015,
454740,3,2016,
454759,3,2012,0
454759,3,2013,0
454759,3,2014,0
454759,3,2015,
454759,3,2016,
454759,3,2017,
454759,3,2018,
454759,3,2019,
454759,3,2020,
454768,3,2012,0
454768,3,2013,0
454768,3,2014,
454768,3,2015,
454768,3,2016,
454768,3,2017,
454768,3,2018,
454768,3,2019,
454768,3,2020,
454777,3,2012,0
454777,3,2013,0
454777,3,2014,0
454777,3,2015,
454777,3,2016,
454777,3,2017,
454777,3,2018,
454777,3,2019,
454777,3,2020,0
454786,3,2012,170
454786,3,2013,444
454786,3,2014,476
454786,3,2015,644
454786,3,2016,740
454786,3,2017,573
454786,3,2018,344
454786,3,2019,316
454786,3,2020,359
454795,3,2012,0
454795,3,2013,
454795,3,2014,0
454795,3,2015,
454795,3,2016,
454795,3,2017,
454795,3,2018,
454795,3,2019,
454795,3,2020,0
454801,3,2012,0
454801,3,2013,0
454801,3,2014,0
454801,3,2015,
454801,3,2016,
454801,3,2017,
454801,3,2018,
454801,3,2019,
454801,3,2020,
454810,3,2012,0
454810,3,2013,0
454810,3,2014,0
454810,3,2015,60
454810,3,2016,388
454810,3,2017,831
454810,3,2018,2026
454810,3,2019,3371
454810,3,2020,7222
454829,3,2012,1189
454829,3,2013,633
454829,3,2014,1488
454829,3,2015,2145
454829,3,2016,2729
454829,3,2017,4973
454829,3,2018,5343
454829,3,2019,6769
454829,3,2020,7636
454838,2,2012,
454838,2,2013,
454838,2,2014,
454838,2,2015,
454838,2,2016,
454838,2,2017,
454838,2,2018,
454838,2,2019,
454838,2,2020,
454847,3,2012,0
454847,3,2013,0
454847,3,2014,0
454847,3,2015,
454847,3,2016,
454847,3,2017,
454847,3,2018,
454847,3,2019,
454847,3,2020,
454856,3,2012,0
454856,3,2013,0
454856,3,2014,0
454856,3,2015,0
454856,3,2016,35
454856,3,2017,49
454856,3,2018,85
454856,3,2019,133
454856,3,2020,219
454865,3,2012,0
454865,3,2013,0
454865,3,2014,0
454865,3,2015,0
454865,3,2016,0
454865,3,2017,0
454865,3,2018,3
454865,3,2019,36
454865,3,2020,53
454874,3,2012,0
454874,3,2013,0
454874,3,2014,0
454874,3,2015,
454874,3,2016,
454874,3,2017,
454874,3,2018,
454874,3,2019,
454874,3,2020,
454883,3,2012,200
454883,3,2013,180
454883,3,2014,60
454883,3,2015,9
454883,3,2016,17
454883,3,2017,136
454892,3,2012,0
454892,3,2013,0
454892,3,2014,0
454892,3,2015,
454892,3,2016,
454892,3,2017,
454908,3,2012,
454908,3,2013,
454908,3,2014,
454908,3,2015,
454908,3,2016,
454908,3,2017,
454908,3,2018,
454908,3,2019,
454917,3,2012,0
454917,3,2013,0
454917,3,2014,0
454917,3,2015,
454917,3,2016,
454917,3,2017,
454917,3,2018,
454917,3,2019,
454917,3,2020,
454926,3,2012,0
454926,3,2013,0
454926,3,2014,0
454926,3,2015,
454926,3,2016,
454926,3,2017,
454926,3,2018,
454926,3,2019,
454926,3,2020,
454935,3,2012,0
454935,3,2013,0
454935,3,2014,0
454935,3,2015,
454935,3,2016,
454935,3,2017,
454935,3,2018,
454935,3,2019,
454935,3,2020,
454944,3,2012,0
454944,3,2013,0
454944,3,2014,0
454944,3,2015,
454944,3,2016,
454944,3,2017,
454944,3,2018,
454944,3,2019,
454944,3,2020,
454953,3,2012,0
454953,3,2013,0
454953,3,2014,0
454953,3,2015,
454953,3,2016,
454953,3,2017,
454953,3,2018,
454953,3,2019,
454953,3,2020,
454962,3,2012,0
454962,3,2013,0
454962,3,2014,0
454962,3,2015,
454962,3,2016,
454962,3,2017,
454962,3,2018,
454962,3,2019,
454962,3,2020,
454971,3,2012,
454971,3,2013,0
454971,3,2014,0
454971,3,2015,
454971,3,2016,
454971,3,2017,
454971,3,2018,
454971,3,2019,
454971,3,2020,
454980,3,2012,
454980,3,2013,0
454980,3,2014,0
454980,3,2015,
454980,3,2016,
454980,3,2017,
454980,3,2018,
454980,3,2019,
454980,3,2020,
454999,3,2012,
454999,3,2013,0
454999,3,2014,0
454999,3,2015,
454999,3,2016,
454999,3,2017,
454999,3,2018,
454999,3,2019,
454999,3,2020,
455008,3,2012,
455008,3,2013,0
455008,3,2014,0
455008,3,2015,
455008,3,2016,
455008,3,2017,
455008,3,2018,
455008,3,2019,
455008,3,2020,
455017,3,2012,0
455017,3,2013,0
455017,3,2014,0
455017,3,2015,
455017,3,2016,
455017,3,2017,
455017,3,2018,
455017,3,2019,
455026,3,2012,0
455026,3,2013,0
455026,3,2014,0
455026,3,2015,
455026,3,2016,
455026,3,2017,
455026,3,2018,
455026,3,2019,
455026,3,2020,
455035,2,2012,
455035,2,2013,
455035,2,2014,0
455035,2,2015,
455035,2,2016,
455035,2,2017,
455035,2,2018,
455053,3,2012,0
455053,3,2013,0
455053,3,2014,0
455053,3,2015,
455053,3,2016,
455053,3,2017,
455053,3,2018,
455053,3,2019,
455062,3,2012,0
455062,3,2013,0
455062,3,2014,0
455062,3,2015,
455062,3,2016,
455062,3,2017,
455062,3,2018,
455062,3,2019,
455062,3,2020,
455071,3,2012,
455071,3,2013,0
455071,3,2014,0
455071,3,2015,
455071,3,2016,
455071,3,2017,
455071,3,2018,
455071,3,2019,
455071,3,2020,
455080,3,2012,0
455080,3,2013,0
455080,3,2014,0
455080,3,2015,
455080,3,2016,
455080,3,2017,
455080,3,2018,
455080,3,2019,
455080,3,2020,
455099,2,2012,10
455099,2,2013,11
455099,2,2014,9
455099,2,2015,7
455099,2,2016,21
455099,2,2017,2
455099,2,2018,19
455099,2,2019,20
455099,2,2020,85
455105,3,2012,0
455105,3,2013,0
455105,3,2014,0
455105,3,2015,
455105,3,2016,
455105,3,2017,
455105,3,2018,
455105,3,2019,
455105,3,2020,
455114,1,2012,978
455114,1,2013,1090
455114,1,2014,1130
455114,1,2015,1093
455114,1,2016,1300
455114,1,2017,1113
455114,1,2018,1402
455114,1,2019,1297
455114,1,2020,2303
455141,3,2012,0
455141,3,2013,0
455141,3,2014,0
455141,3,2015,
455141,3,2016,
455141,3,2017,
455141,3,2018,
455141,3,2019,
455141,3,2020,
455169,3,2012,0
455169,3,2013,0
455169,3,2014,0
455169,3,2015,0
455169,3,2016,0
455169,3,2017,
455178,3,2012,
455178,3,2013,
455178,3,2014,
455178,3,2015,
455178,3,2016,
455178,3,2017,
455178,3,2018,
455178,3,2019,
455178,3,2020,0
455187,3,2012,0
455187,3,2013,0
455187,3,2014,0
455187,3,2015,
455187,3,2016,
455187,3,2017,
455187,3,2018,
455187,3,2019,
455187,3,2020,
455196,3,2012,
455196,3,2013,
455196,3,2014,
455196,3,2015,
455196,3,2016,
455196,3,2017,
455196,3,2018,
455196,3,2019,
455196,3,2020,3514
455202,3,2012,0
455202,3,2013,0
455202,3,2014,0
455202,3,2015,
455202,3,2016,
455202,3,2017,
455202,3,2018,
455202,3,2019,
455202,3,2020,
455211,3,2012,0
455211,3,2013,0
455211,3,2014,0
455211,3,2015,
455211,3,2016,
455211,3,2017,
455211,3,2018,
455211,3,2019,
455211,3,2020,
455220,2,2012,0
455220,2,2013,0
455220,2,2014,0
455220,2,2015,
455220,2,2016,
455220,2,2017,
455220,2,2018,
455220,2,2019,
455220,2,2020,
455239,3,2012,0
455239,3,2013,0
455239,3,2014,0
455239,3,2015,
455239,3,2016,
455239,3,2017,
455239,3,2018,
455239,3,2019,
455239,3,2020,0
455248,3,2012,0
455248,3,2013,
455248,3,2014,
455248,3,2015,
455257,2,2012,
455257,2,2013,
455257,2,2014,
455257,2,2015,
455257,2,2016,
455257,2,2017,
455257,2,2018,
455257,2,2019,
455257,2,2020,
455275,3,2012,0
455275,3,2013,0
455275,3,2014,0
455275,3,2015,
455275,3,2016,
455275,3,2017,
455275,3,2018,
455275,3,2019,
455275,3,2020,
455284,3,2012,0
455284,3,2013,0
455284,3,2014,0
455284,3,2015,
455284,3,2016,
455284,3,2017,
455284,3,2018,
455284,3,2019,
455284,3,2020,
455293,3,2012,0
455293,3,2013,0
455293,3,2014,0
455293,3,2015,
455318,3,2012,
455327,3,2012,0
455327,3,2013,0
455327,3,2014,0
455327,3,2015,
455327,3,2016,
455327,3,2017,
455327,3,2018,
455327,3,2019,
455327,3,2020,
455336,3,2012,0
455336,3,2013,0
455336,3,2014,
455336,3,2015,
455336,3,2016,
455336,3,2017,
455336,3,2018,
455336,3,2019,
455336,3,2020,
455345,3,2012,0
455345,3,2013,0
455345,3,2014,0
455345,3,2015,0
455345,3,2016,0
455345,3,2017,
455345,3,2018,
455345,3,2019,
455354,3,2012,0
455354,3,2013,0
455354,3,2014,0
455354,3,2015,
455354,3,2016,
455354,3,2017,
455354,3,2018,
455354,3,2019,
455354,3,2020,
455372,3,2012,
455372,3,2013,0
455372,3,2014,
455372,3,2015,
455381,3,2012,0
455381,3,2013,0
455381,3,2014,0
455381,3,2015,
455381,3,2016,
455381,3,2017,
455381,3,2018,
455381,3,2019,
455381,3,2020,
455390,3,2012,
455390,3,2013,
455390,3,2014,
455390,3,2015,
455390,3,2016,
455390,3,2017,
455406,2,2012,
455406,2,2013,
455406,2,2014,
455406,2,2015,
455406,2,2016,
455406,2,2017,
455406,2,2018,
455406,2,2019,
455406,2,2020,
455415,3,2012,
455415,3,2013,0
455415,3,2014,
455424,3,2012,0
455424,3,2013,0
455424,3,2014,0
455424,3,2015,
455433,2,2012,0
455433,2,2013,
455433,2,2014,0
455433,2,2015,0
455433,2,2016,2
455433,2,2017,1
455433,2,2018,3
455433,2,2019,68
455433,2,2020,22
455451,3,2013,
455460,3,2012,
455460,3,2013,
455460,3,2014,
455460,3,2015,
455460,3,2016,
455460,3,2017,
455460,3,2018,
455460,3,2019,
455460,3,2020,
455479,3,2012,
455479,3,2013,0
455479,3,2014,0
455479,3,2015,0
455479,3,2016,0
455479,3,2017,0
455479,3,2018,0
455479,3,2019,0
455479,3,2020,0
455488,3,2012,
455488,3,2013,
455488,3,2014,
455488,3,2015,
455488,3,2016,
455488,3,2017,
455488,3,2018,
455488,3,2019,
455488,3,2020,
455497,3,2012,
455497,3,2013,0
455497,3,2014,
455503,3,2012,
455512,1,2012,206
455512,1,2013,199
455512,1,2014,218
455512,1,2015,227
455512,1,2016,409
455512,1,2017,290
455512,1,2018,383
455512,1,2019,550
455512,1,2020,1524
455530,3,2012,0
455549,3,2012,0
455549,3,2013,
455549,3,2014,
455549,3,2015,
455549,3,2016,
455549,3,2017,
455558,3,2012,0
455558,3,2013,
455558,3,2014,
455558,3,2015,
455558,3,2016,
455558,3,2017,
455558,3,2018,
455558,3,2019,
455558,3,2020,
455567,3,2012,
455567,3,2013,
455567,3,2014,
455567,3,2015,
455567,3,2016,
455567,3,2017,
455567,3,2018,
455585,3,2012,28
455585,3,2013,22
455585,3,2014,23
455585,3,2015,16
455585,3,2016,
455594,-3,2012,
455600,3,2012,0
455600,3,2013,
455600,3,2014,
455600,3,2015,
455600,3,2016,
455600,3,2017,
455619,3,2012,0
455619,3,2013,
455619,3,2014,
455619,3,2015,
455619,3,2016,
455619,3,2017,
455628,3,2012,
455628,3,2013,
455628,3,2014,
455628,3,2015,
455628,3,2016,
455628,3,2017,
455628,3,2018,
455628,3,2019,
455628,3,2020,0
455646,3,2012,0
455646,3,2013,0
455646,3,2014,
455655,3,2012,0
